gene symbol,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:High,Proteomics-DB:High,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
MCC,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,MCC regulator of WNT signaling pathway,TRUE,,,,,,
WNT9A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,Wnt family member 9A,TRUE,,,,,,
MEG3,0.002012157,No data,No data,No data,No data,0.010060785,No data,No data,maternally expressed 3,TRUE,,,,,,
SGTA,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,small glutamine rich tetratricopeptide repeat co-chaperone alpha,TRUE,,,,,,
FCGR3B,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,Fc fragment of IgG receptor IIIb,TRUE,,,,,,
NBR1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,NBR1 autophagy cargo receptor,TRUE,,,,,,
FCGR3A,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,Fc fragment of IgG receptor IIIa,TRUE,,,,,,
MUC16,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"mucin 16, cell surface associated",TRUE,,,,,,
AIMP2,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,TRUE,,,,,,
LRSAM1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,leucine rich repeat and sterile alpha motif containing 1,TRUE,,,,,,
SMAD2,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,SMAD family member 2,TRUE,,,,,,
F3,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"coagulation factor III, tissue factor",TRUE,,,,,,
SMARCB1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",TRUE,,,,,,
ISYNA1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,inositol-3-phosphate synthase 1,TRUE,,,,,,
TCN1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,transcobalamin 1,TRUE,,,,,,
CNTN5,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,contactin 5,TRUE,,,,,,
RNU1-1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"RNA, U1 small nuclear 1",TRUE,,,,,,
SNORD109A,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"small nucleolar RNA, C/D box 109A",TRUE,,,,,,
GLB1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,galactosidase beta 1,TRUE,,,,,,
CEP41,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,centrosomal protein 41,TRUE,,,,,,
MYT1L,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,myelin transcription factor 1 like,TRUE,,,,,,
TALDO1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,transaldolase 1,TRUE,,,,,,
PLAU,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"plasminogen activator, urokinase",TRUE,,,,,,
CRK,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"CRK proto-oncogene, adaptor protein",TRUE,,,,,,
POLDIP2,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,DNA polymerase delta interacting protein 2,TRUE,,,,,,
DDC,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,dopa decarboxylase,TRUE,,,,,,
AHSA1,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,activator of HSP90 ATPase activity 1,TRUE,,,,,,
B3GAT2,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"beta-1,3-glucuronyltransferase 2",TRUE,,,,,,
RNF19A,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",TRUE,,,,,,
FAM172A,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,family with sequence similarity 172 member A,TRUE,,,,,,
GRAP2,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,GRB2 related adaptor protein 2,TRUE,,,,,,
NOTCH4,0.001519587,0.000165069,No data,No data,No data,0.007391597,No data,No data,notch receptor 4,TRUE,,,,,,
TNFSF15,0.00150682,0.000114,No data,No data,No data,0.007391597,No data,No data,TNF superfamily member 15,TRUE,,,,,,
LYZ,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysozyme,TRUE,,,,,,
ARHGAP11A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Rho GTPase activating protein 11A,TRUE,,,,,,
CMTM7,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CKLF like MARVEL transmembrane domain containing 7,TRUE,,,,,,
RNU11,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RNA, U11 small nuclear",TRUE,,,,,,
USP9Y,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin specific peptidase 9 Y-linked,TRUE,,,,,,
DLG2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,discs large MAGUK scaffold protein 2,TRUE,,,,,,
ALDH5A1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,aldehyde dehydrogenase 5 family member A1,TRUE,,,,,,
SCD5,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,stearoyl-CoA desaturase 5,TRUE,,,,,,
SNORD118,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"small nucleolar RNA, C/D box 118",TRUE,,,,,,
SERPINE2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serpin family E member 2,TRUE,,,,,,
KMT2E,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysine methyltransferase 2E (inactive),TRUE,,,,,,
SOAT1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,sterol O-acyltransferase 1,TRUE,,,,,,
RBFOX2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,RNA binding fox-1 homolog 2,TRUE,,,,,,
ESRRB,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,estrogen related receptor beta,TRUE,,,,,,
TFAM,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"transcription factor A, mitochondrial",TRUE,,,,,,
NANOG,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Nanog homeobox,TRUE,,,,,,
MUC3A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"mucin 3A, cell surface associated",TRUE,,,,,,
ATP4A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATPase H+/K+ transporting subunit alpha,TRUE,,,,,,
ABCA4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP binding cassette subfamily A member 4,TRUE,,,,,,
IL3RA,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,interleukin 3 receptor subunit alpha,TRUE,,,,,,
ESPL1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"extra spindle pole bodies like 1, separase",TRUE,,,,,,
ASTL,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,astacin like metalloendopeptidase,TRUE,,,,,,
SMOX,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,spermine oxidase,TRUE,,,,,,
CDH15,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cadherin 15,TRUE,,,,,,
ESAM,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,endothelial cell adhesion molecule,TRUE,,,,,,
CLIC1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,chloride intracellular channel 1,TRUE,,,,,,
MIF,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,macrophage migration inhibitory factor,TRUE,,,,,,
ATP12A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATPase H+/K+ transporting non-gastric alpha2 subunit,TRUE,,,,,,
FKBP14,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,FKBP prolyl isomerase 14,TRUE,,,,,,
RPL5,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ribosomal protein L5,TRUE,,,,,,
PHF12,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,PHD finger protein 12,TRUE,,,,,,
CEP120,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,centrosomal protein 120,TRUE,,,,,,
MIR148A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,microRNA 148a,TRUE,,,,,,
NUMA1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,nuclear mitotic apparatus protein 1,TRUE,,,,,,
SPINK5,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serine peptidase inhibitor Kazal type 5,TRUE,,,,,,
RGCC,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,regulator of cell cycle,TRUE,,,,,,
GLS2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glutaminase 2,TRUE,,,,,,
UBXN11,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,UBX domain protein 11,TRUE,,,,,,
C6,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement C6,TRUE,,,,,,
NDEL1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,nudE neurodevelopment protein 1 like 1,TRUE,,,,,,
RAB27A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RAB27A, member RAS oncogene family",TRUE,,,,,,
BAZ2B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,bromodomain adjacent to zinc finger domain 2B,TRUE,,,,,,
PROC,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"protein C, inactivator of coagulation factors Va and VIIIa",TRUE,,,,,,
FBXO3,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,F-box protein 3,TRUE,,,,,,
LPAR3,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysophosphatidic acid receptor 3,TRUE,,,,,,
KRT1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,keratin 1,TRUE,,,,,,
MAEA,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"macrophage erythroblast attacher, E3 ubiquitin ligase",TRUE,,,,,,
HMGCL,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,3-hydroxy-3-methylglutaryl-CoA lyase,TRUE,,,,,,
NBEAP1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neurobeachin pseudogene 1,TRUE,,,,,,
UBE2K,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin conjugating enzyme E2 K,TRUE,,,,,,
ARC,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,activity regulated cytoskeleton associated protein,TRUE,,,,,,
MAGEA4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,MAGE family member A4,TRUE,,,,,,
DBN1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,drebrin 1,TRUE,,,,,,
PRKACB,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein kinase cAMP-activated catalytic subunit beta,TRUE,,,,,,
CD38,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CD38 molecule,TRUE,,,,,,
GRB2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,growth factor receptor bound protein 2,TRUE,,,,,,
SDS,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serine dehydratase,TRUE,,,,,,
ABCB6,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP binding cassette subfamily B member 6 (Langereis blood group),TRUE,,,,,,
NPPC,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,natriuretic peptide C,TRUE,,,,,,
ING4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,inhibitor of growth family member 4,TRUE,,,,,,
CAVIN4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,caveolae associated protein 4,TRUE,,,,,,
HGH1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,HGH1 homolog,TRUE,,,,,,
PRKACA,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein kinase cAMP-activated catalytic subunit alpha,TRUE,,,,,,
SMO,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"smoothened, frizzled class receptor",TRUE,,,,,,
CCNA1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cyclin A1,TRUE,,,,,,
KRIT1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,KRIT1 ankyrin repeat containing,TRUE,,,,,,
RCVRN,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,recoverin,TRUE,,,,,,
ARSH,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,arylsulfatase family member H,TRUE,,,,,,
PPP1R3B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein phosphatase 1 regulatory subunit 3B,TRUE,,,,,,
PNPLA4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,patatin like phospholipase domain containing 4,TRUE,,,,,,
RAB2A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RAB2A, member RAS oncogene family",TRUE,,,,,,
CD63,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CD63 molecule,TRUE,,,,,,
VPS51,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,VPS51 subunit of GARP complex,TRUE,,,,,,
OPHN1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,oligophrenin 1,TRUE,,,,,,
NME8,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,NME/NM23 family member 8,TRUE,,,,,,
CRIPT,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CXXC repeat containing interactor of PDZ3 domain,TRUE,,,,,,
HAND1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,heart and neural crest derivatives expressed 1,TRUE,,,,,,
CASP9,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,caspase 9,TRUE,,,,,,
AGGF1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,angiogenic factor with G-patch and FHA domains 1,TRUE,,,,,,
SRRT,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"serrate, RNA effector molecule",TRUE,,,,,,
A4GALT,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"alpha 1,4-galactosyltransferase (P blood group)",TRUE,,,,,,
SLC5A1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,solute carrier family 5 member 1,TRUE,,,,,,
ARL2BP,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ADP ribosylation factor like GTPase 2 binding protein,TRUE,,,,,,
CACYBP,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,calcyclin binding protein,TRUE,,,,,,
RPL11,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ribosomal protein L11,TRUE,,,,,,
CHAT,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,choline O-acetyltransferase,TRUE,,,,,,
BIK,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,BCL2 interacting killer,TRUE,,,,,,
PNLIP,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,pancreatic lipase,TRUE,,,,,,
DEFB103A,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,defensin beta 103A,TRUE,,,,,,
EIF4A2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,eukaryotic translation initiation factor 4A2,TRUE,,,,,,
CYP3A4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cytochrome P450 family 3 subfamily A member 4,TRUE,,,,,,
CCN2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cellular communication network factor 2,TRUE,,,,,,
SIPA1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,signal-induced proliferation-associated 1,TRUE,,,,,,
CNOT10,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CCR4-NOT transcription complex subunit 10,TRUE,,,,,,
GLS,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glutaminase,TRUE,,,,,,
NME3,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,NME/NM23 nucleoside diphosphate kinase 3,TRUE,,,,,,
MEFV,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"MEFV innate immuity regulator, pyrin",TRUE,,,,,,
HOXA-AS2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,HOXA cluster antisense RNA 2,TRUE,,,,,,
IGF2BP2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,insulin like growth factor 2 mRNA binding protein 2,TRUE,,,,,,
WNT7B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Wnt family member 7B,TRUE,,,,,,
ARL13B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ADP ribosylation factor like GTPase 13B,TRUE,,,,,,
VSTM2B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,V-set and transmembrane domain containing 2B,TRUE,,,,,,
ADCY1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,adenylate cyclase 1,TRUE,,,,,,
BANF1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,BAF nuclear assembly factor 1,TRUE,,,,,,
EBPL,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,EBP like,TRUE,,,,,,
ELP3,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,elongator acetyltransferase complex subunit 3,TRUE,,,,,,
PCK2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"phosphoenolpyruvate carboxykinase 2, mitochondrial",TRUE,,,,,,
STMN1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,stathmin 1,TRUE,,,,,,
C4B,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement C4B (Chido blood group),TRUE,,,,,,
OR2M4,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,olfactory receptor family 2 subfamily M member 4,TRUE,,,,,,
SF3A2,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,splicing factor 3a subunit 2,TRUE,,,,,,
GLRA1,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glycine receptor alpha 1,TRUE,,,,,,
LYST,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysosomal trafficking regulator,TRUE,,,,,,
